gmap_id1,address1,avg_rating1,latitude1,longitude1,name1,main_category1,description1,state1,url1,num_of_reviews1,price1,first_main_category1,region1,city1,hash_tag1
0x80c2d2c619914e61:0x424267b4bc3fa935,"Northgate Market, 11660 Firestone Blvd, Norwalk, CA 90650",4.3,33.91352,-118.08478,Northgate Market,"Retail, Food & Beverage","Chain offering Hispanic groceries & premade Mexican meals, with banking services at some branches.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d2c619914e61:0x424267b4bc3fa935?authuser=-1&hl=en&gl=us,1154,,Food & Beverage,California,Norwalk,['Mexican grocery store' 'Bakery' 'Butcher shop']
0x809ada3b735db4f9:0xa5960683bde985e6,"McDonald's, 1721 Howe Ave, Sacramento, CA 95825",3.7,38.596641999999996,-121.415841,McDonald's,Food & Beverage,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ada3b735db4f9:0xa5960683bde985e6?authuser=-1&hl=en&gl=us,1649,1.0,Food & Beverage,California,Sacramento,['Fast food restaurant' 'Breakfast restaurant' 'Coffee shop']
0x80dd3139bac9f577:0xb7f15f26e6a47882,"Hyatt Regency Long Beach, 200 S Pine Ave, Long Beach, CA 90802",4.5,33.7634319,-118.19095779999999,Hyatt Regency Long Beach,Other,"Upscale lodging featuring an outdoor pool & a fitness room, plus a coffee bar & a restaurant.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd3139bac9f577:0xb7f15f26e6a47882?authuser=-1&hl=en&gl,2798,,Other,California,Long Beach,['Hotel']
0x808e33982741f561:0x2ddb3c7d3f4d8ea,"Denny's, 1140 Hillsdale Ave, San Jose, CA 95118",4.2,37.274598999999995,-121.87942899999999,Denny's,Food & Beverage,"Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808e33982741f561:0x2ddb3c7d3f4d8ea?authuser=-1&hl=en&gl=us,1112,1.0,Food & Beverage,California,San Jose,['Diner' 'American restaurant' 'Breakfast restaurant']
0x809ad0db89eca0bd:0xad149642a5635990,"Paesanos Midtown, 1806 Capitol Ave, Sacramento, CA 95811",4.4,38.573752,-121.483761,Paesanos Midtown,Food & Beverage,"Casual Italian eatery offering gourmet pizzas, pasta dishes & salads, plus a bar & wine list.",Closed ⋅ Opens 11:30AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ad0db89eca0bd:0xad149642a5635990?authuser=-1&hl=en&gl,1177,2.0,Food & Beverage,California,Sacramento,['Pizza restaurant' 'Restaurant']
0x809ade25734a2501:0xeabed62f9bffc54c,"Walmart Neighborhood Market, 6197 Sunrise Blvd, Citrus Heights, CA 95610",3.9,38.6757644,-121.27290989999999,Walmart Neighborhood Market,Retail,,Open ⋅ Closes 11PM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ade25734a2501:0xeabed62f9bffc54c?authuser=-1&hl=en&gl=us,1115,1.0,Retail,California,other,['Supermarket' 'Deli' 'Department store']
0x80d9590582aa7cb5:0xf6a37556cb4a11da,"Kaelin's Market, 1435 E Main St, El Cajon, CA 92021",4.3,32.8009598,-116.9294269,Kaelin's Market,Retail,,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d9590582aa7cb5:0xf6a37556cb4a11da?authuser=-1&hl=en&gl=us,1411,,Retail,California,El Cajon,['Supermarket']
0x8084366bc7812555:0x9e2db014edbf82ed,"Cattlemens Restaurant, 2000 Taylor Rd, Roseville, CA 95678",4.4,38.767466299999995,-121.25455489999999,Cattlemens Restaurant,Other,"Local chophouse chain serving steak, ribs, seafood & cocktails in a Western-themed setting.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8084366bc7812555:0x9e2db014edbf82ed?authuser=-1&hl=en&gl=us,2078,2.0,Other,California,Roseville,['Steak house']
0x808fbf595a95f6cd:0x137a7b6629dbaf84,"Sakoon, 39195 Farwell Dr, Fremont, CA 94538",4.0,37.5313722,-121.99803349999999,Sakoon,Food & Beverage,"Casual bar/eatery with old-world flair & Indian meals, plus a daily lunch buffet & an outdoor patio.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fbf595a95f6cd:0x137a7b6629dbaf84?authuser=-1&hl=en&gl=us,1085,2.0,Food & Beverage,California,Fremont,['Indian restaurant' 'Restaurant']
0x80dca62603c2eb7b:0x1e7507d0eb16db2a,"Brandon's Diner, 24626 Sunnymead Boulevard, Moreno Valley, CA 92553",4.3,33.939366,-117.2327356,Brandon's Diner,Food & Beverage,"Family-owned diner offering a mix of American & Mexican classics, plus all-day breakfast.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dca62603c2eb7b:0x1e7507d0eb16db2a?authuser=-1&hl=en&gl=us,1396,1.0,Food & Beverage,California,other,['American restaurant' 'Breakfast restaurant' 'Diner']
0x80945cf8f3d70539:0x9ddf0616667d3c92,"Hino Oishi, 3091 E Campus Pointe Dr, Fresno, CA 93710, United States",4.6,36.8116397,-119.7344182,Hino Oishi,Food & Beverage,,Closed ⋅ Opens 11AM Tue,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80945cf8f3d70539:0x9ddf0616667d3c92?authuser=-1&hl=en&gl=kr,1175,2.0,Food & Beverage,California,Fresno,['Teppanyaki restaurant']
0x808e32a05b087f43:0x4cb830f7f6863a44,"AMC Eastridge 15, 2190 Eastridge Loop, San Jose, CA 95122",4.2,37.3236215,-121.81433659999999,AMC Eastridge 15,Other,,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808e32a05b087f43:0x4cb830f7f6863a44?authuser=-1&hl=en&gl=us,1871,,Other,California,San Jose,['Movie theater']
0x80945d72449c7033:0xe3641bcc540d35a6,"Denny's, 1110 E Shaw Ave, Fresno, CA 93710, United States",3.6,36.8089497,-119.7698539,Denny's,Food & Beverage,"Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",Open 24 hours,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80945d72449c7033:0xe3641bcc540d35a6?authuser=-1&hl=en&gl=ae,1300,1.0,Food & Beverage,California,Fresno,['Diner' 'American restaurant' 'Breakfast restaurant']
0x80db50a3a477a1eb:0xd1f9e78085be2585,"Bob's Big Boy, 540 Sandalwood Dr, Calimesa, CA 92320",4.3,33.9929059,-117.05986569999999,Bob's Big Boy,Food & Beverage,"Chain of family-friendly diners serving breakfast, burgers & other American comfort food.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db50a3a477a1eb:0xd1f9e78085be2585?authuser=-1&hl=en&gl=us,1842,1.0,Food & Beverage,California,other,['Restaurant' 'American restaurant']
0x8085597814497189:0xdc20ce8417944b9a,"WinCo Foods, 2400 N Park Blvd, Pittsburg, CA 94565",4.3,38.0112364,-121.8576586,WinCo Foods,"Retail, Food & Beverage","Employee-owned 24/7 supermarket chain with discounted groceries & bulk foods, plus a deli & bakery.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8085597814497189:0xdc20ce8417944b9a?authuser=-1&hl=en&gl=us,1143,1.0,Food & Beverage,California,other,['Supermarket' 'Bakery' 'Butcher shop']
0x80dc01526775f0b9:0xb62b215828e5f092,"Kellogg Park, 8277 Camino Del Oro, La Jolla, CA 92037",4.7,32.855757,-117.2577573,Kellogg Park,Nature & Outdoor,"Besides a playground with swings & slides, this beachfront park offers grassy areas & sunset views.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dc01526775f0b9:0xb62b215828e5f092?authuser=-1&hl=en&gl=us,1259,,Nature & Outdoor,California,other,['Park' 'Tourist attraction']
0x80c2b94f25c7eb0f:0x83add879c8fe0c99,"Lawry's The Prime Rib, 100 La Cienega Blvd, Beverly Hills, CA 90211",4.6,34.067699,-118.37607519999999,Lawry's The Prime Rib,Food & Beverage,Elegant chophouse presenting a high-end menu of hand-carved beef & seafood since 1938.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b94f25c7eb0f:0x83add879c8fe0c99?authuser=-1&hl=en&gl=us,2650,4.0,Food & Beverage,California,Beverly Hills,['Steak house' 'American restaurant' 'Bar & grill']
0x808580611114891b:0x2a0a498915100cb5,"Embarcadero Center, San Francisco, CA 94111, United States",4.3,37.7944148,-122.398545,Embarcadero Center,Retail,"Shopping mall with familiar retailers & restaurants, plus a theater featuring independent films.",Opens soon ⋅ 12PM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808580611114891b:0x2a0a498915100cb5?authuser=-1&hl=en&gl=kr,1977,,Retail,California,San Francisco,['Shopping mall']
0x80dcdcc02773802b:0xa5857b27663ef882,"Zion Market, 4800 Irvine Blvd, Irvine, CA 92620",4.1,33.712196299999995,-117.76075739999999,Zion Market,Retail,,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcdcc02773802b:0xa5857b27663ef882?authuser=-1&hl=en&gl=us,1381,,Retail,California,Irvine,['Asian grocery store' 'Grocery store' 'Korean grocery store']
0x80c365ca95287403:0x83d997ecba7d87fc,"IHOP, 14794 La Paz Dr, Victorville, CA 92395",4.2,34.5195893,-117.316334,IHOP,Food & Beverage,Long-standing chain serving a wide variety of pancakes & other American breakfast & diner fare.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c365ca95287403:0x83d997ecba7d87fc?authuser=-1&hl=en&gl=us,1437,1.0,Food & Beverage,California,Victorville,['Restaurant' 'American restaurant' 'Breakfast restaurant']
0x808f8fa266caf79f:0x9579f92ef7026d28,"Paradiso, 685 Bancroft Ave, San Leandro, CA 94577",4.5,37.7330677,-122.15087679999999,Paradiso,Food & Beverage,Global foods & international wines share the menu at this stylish fine dining choice.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f8fa266caf79f:0x9579f92ef7026d28?authuser=-1&hl=en&gl=us,1195,2.0,Food & Beverage,California,San Leandro,['Restaurant' 'Italian restaurant']
0x80dd32f164509b7d:0xe6e4fe94766db07,"Red Lobster, 4333 Candlewood St, Lakewood, CA 90712",4.2,33.854124,-118.14109699999999,Red Lobster,Food & Beverage,Lively chain restaurant serving American seafood standards amid New England-themed decor.,Closes soon ⋅ 8:30PM ⋅ Opens 11:30AM Mon,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd32f164509b7d:0xe6e4fe94766db07?authuser=-1&hl=en&gl,1848,2.0,Food & Beverage,California,Lakewood,['Seafood restaurant' 'American restaurant' 'Angler fish restaurant']
0x80dd2ddd22402f11:0x8c99226edd6c70f,"Lucille's Smokehouse Bar-B-Que, 7411 E Carson St, Long Beach, CA 90808",4.4,33.8286618,-118.0863897,Lucille's Smokehouse Bar-B-Que,Food & Beverage,"Regional chain serving slow-cooked meats & other Southern-style eats, plus cocktails.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd2ddd22402f11:0x8c99226edd6c70f?authuser=-1&hl=en&gl=us,2212,2.0,Food & Beverage,California,Long Beach,['Barbecue restaurant' 'Bar' 'Caterer']
0x8085808dabd98b19:0xcff515fee06c6dd1,"InterContinental Mark Hopkins San Francisco, an IHG Hotel, 999 California St, San Francisco, CA 94108",4.3,37.7915528,-122.41039239999999,"InterContinental Mark Hopkins San Francisco, an IHG Hotel",Other,Classic rooms & opulent suites in a 1920s lodging with farm-to-table dining & a 19th-floor lounge.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8085808dabd98b19:0xcff515fee06c6dd1?authuser=-1&hl=en&gl=us,2208,,Other,California,San Francisco,['Hotel']
0x80dd2be7b17a14ef:0x29b0ceab8db2ef21,"Radisson Suites Hotel Anaheim - Buena Park, 7762 Beach Blvd, Buena Park, CA 90620",3.1,33.8499756,-117.9974529,Radisson Suites Hotel Anaheim - Buena Park,Service,"Casual all-suite hotel offering an outdoor pool & a restaurant, plus a free theme park shuttle.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd2be7b17a14ef:0x29b0ceab8db2ef21?authuser=-1&hl=en&gl=us,1508,,Service,California,Anaheim,['Hotel' 'Business center' 'Event venue']
0x8085806348b6dc0b:0x68829c972fa3a749,"Salesforce Park, 425 Mission St, San Francisco, CA 94105",4.8,37.7894338,-122.39649279999999,Salesforce Park,Nature & Outdoor,,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8085806348b6dc0b:0x68829c972fa3a749?authuser=-1&hl=en&gl=us,1706,,Nature & Outdoor,California,San Francisco,['Park' 'Tourist attraction']
0x80857e604fe1e3bf:0x6cf3965dde7edc1a,"McDonald's, 6623 San Pablo Ave, Oakland, CA 94608",3.4,37.8492332,-122.2859629,McDonald's,Food & Beverage,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",Opens soon ⋅ 4AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80857e604fe1e3bf:0x6cf3965dde7edc1a?authuser=-1&hl=en&gl=us,1288,1.0,Food & Beverage,California,Oakland,['Fast food restaurant' 'Breakfast restaurant' 'Coffee shop']
0x80dc72faff455993:0xb0075ceb94c0dc0d,"BJ's Restaurant & Brewhouse, 5613 Paseo Del Norte, Carlsbad, CA 92008",4.2,33.1272088,-117.3240939,BJ's Restaurant & Brewhouse,Food & Beverage,Family-friendly chain outpost pairs familiar pub fare with an extensive list of house brews.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dc72faff455993:0xb0075ceb94c0dc0d?authuser=-1&hl=en&gl=us,1494,2.0,Food & Beverage,California,other,['Restaurant' 'Bar' 'Brewery']
0x80dcaa132811efbd:0x955e2fb557ec347,"Redlands Chrysler Dodge Jeep Ram, 500 W Redlands Blvd, Redlands, CA 92373",4.3,34.05773,-117.1891993,Redlands Chrysler Dodge Jeep Ram,Service,,Closed ⋅ Opens 9AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcaa132811efbd:0x955e2fb557ec347?authuser=-1&hl=en&gl=us,1840,,Service,California,Redlands,['Jeep dealer' 'Auto repair shop' 'Car dealer']
0x808de418438faccb:0x8180865f53cc130,"Loulou's Griddle In the Middle, Municipal Wharf 2, Monterey, CA 93940",4.6,36.602326,-121.889755,Loulou's Griddle In the Middle,Food & Beverage,Family-friendly American restaurant known for breakfast fare & hearty seafood plates.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808de418438faccb:0x8180865f53cc130?authuser=-1&hl=en&gl=us,1230,2.0,Food & Beverage,California,Monterey,['Seafood restaurant' 'Restaurant']
0x80d9545cc60767d5:0x2ab329fd0146ceae,"Canada Steak Burger, 3604 University Ave, San Diego, CA 92104",4.7,32.7498837,-117.1154177,Canada Steak Burger,Food & Beverage,"American grill offers made-to-order hamburgers, kebabs & sandwiches in a no-frills space.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d9545cc60767d5:0x2ab329fd0146ceae?authuser=-1&hl=en&gl=us,1629,1.0,Food & Beverage,California,San Diego,['Hamburger restaurant' 'Fast food restaurant']
0x8084acae06e83453:0x739f8b7f798c1033,"Sizzler - Yuba City, 872-700 W Onstott Frontage Rd, Yuba City, CA 95993",4.1,39.1373993,-121.63520849999999,Sizzler - Yuba City,Food & Beverage,"Longtime casual chain known for its steak, seafood & salad bar featuring a wide variety of options.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8084acae06e83453:0x739f8b7f798c1033?authuser=-1&hl=en&gl=us,1186,2.0,Food & Beverage,California,Yuba City,['Restaurant' 'Cafeteria' 'Family restaurant']
0x808fc924e72d7451:0x1a910325d5826751,"85°C Bakery Cafe, 672 Barber Ln, Milpitas, CA 95035, United States",4.3,37.4195059,-121.9154475,85°C Bakery Cafe,Food & Beverage,"Bakery/cafe chain with roots in Taiwan, offering coffee & tea plus international desserts & breads.",Closed ⋅ Opens 9AM Mon,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fc924e72d7451:0x1a910325d5826751?authuser=-1&hl=en&gl=kr,1096,1.0,Food & Beverage,California,Milpitas,['Bakery' 'Cafe' 'Coffee shop']
0x80c2c7bd363c560b:0x68c05caf247607c8,"Curacao, 1605 W Olympic Blvd, Los Angeles, CA 90015, United States",4.2,34.049515,-118.27445999999999,Curacao,Retail,"Retailer stocking a range of products for the home, including appliances, furniture & electronics.",Closed ⋅ Opens 10AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c7bd363c560b:0x68c05caf247607c8?authuser=-1&hl=en&gl=kr,5507,,Retail,California,Los Angeles,['Department store' 'Appliance store' 'Car stereo store']
0x80dcd78bf4a2188f:0xa0cce67e2e9c3fcc,"Lucille's Smokehouse Bar-B-Que, 4050 W Chapman Ave, Orange, CA 92868",4.3,33.788624899999995,-117.8971785,Lucille's Smokehouse Bar-B-Que,Food & Beverage,Regional chain serving slow-cooked meats & other Southern-style eats plus cocktails.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcd78bf4a2188f:0xa0cce67e2e9c3fcc?authuser=-1&hl=en&gl=us,1675,2.0,Food & Beverage,California,Orange,['Barbecue restaurant' 'Restaurant']
0x80c2c778972ad0ed:0x2856b05e7ca6929b,"Ocha Classic 1, 837 Vermont Ave, Los Angeles, CA 90005",4.4,34.0566847,-118.29185729999999,Ocha Classic 1,Food & Beverage,"This popular spot, part of a local chain, offers a wide range of Thai standards in simple surrounds.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c778972ad0ed:0x2856b05e7ca6929b?authuser=-1&hl=en&gl=us,3162,2.0,Food & Beverage,California,Los Angeles,['Thai restaurant' 'Chinese restaurant']
0x80c33574c306b303:0x8eb448292c22c0d9,"Mercedes-Benz of Ontario, 3787 E Guasti Rd, Ontario, CA 91761",4.7,34.0659717,-117.57132139999999,Mercedes-Benz of Ontario,Service,,Open ⋅ Closes 9PM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c33574c306b303:0x8eb448292c22c0d9?authuser=-1&hl=en&gl=us,1656,,Service,California,Ontario,['Mercedes-Benz dealer' 'Car dealer' 'Car leasing service']
0x80945e26bc9a092f:0x40a5ab0f5ebae211,"DoubleTree by Hilton Hotel Fresno Convention Center, 2233 Ventura St, Fresno, CA 93721",4.4,36.732286599999995,-119.78366609999999,DoubleTree by Hilton Hotel Fresno Convention Center,Other,"Relaxed lodging with a restaurant, a heated outdoor pool & a bar/lounge with a 3-story waterfall.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80945e26bc9a092f:0x40a5ab0f5ebae211?authuser=-1&hl=en&gl,1518,,Other,California,Fresno,['Hotel']
0x80c2b94cbad39203:0x284e471c87fd068,"Broken We Can Fix It - 20 Min iPhone Repair Beverly Connection, 100 N La Cienega Blvd E1, Los Angeles, CA 90048",5.0,34.074650999999996,-118.3758208,Broken We Can Fix It - 20 Min iPhone Repair Beverly Connection,"Service, Retail",,Closed ⋅ Opens 10AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b94cbad39203:0x284e471c87fd068?authuser=-1&hl=en&gl=us,2088,,Retail,California,Los Angeles,['Phone repair service' 'Cell phone store' 'Mobile phone repair shop']
0x80c2bb8496a8463b:0xdd290622e0b83d88,"Los Angeles California Temple, 10777 Santa Monica Blvd, Los Angeles, CA 90025, United States",4.9,34.0527778,-118.4338889,Los Angeles California Temple,"Corporate & Office, Religious",,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bb8496a8463b:0xdd290622e0b83d88?authuser=-1&hl=en&gl=kr,1219,,Religious,California,Los Angeles,"['Church of Jesus Christ of Latter-day Saints' 'Church'
 'Religious organization']"
0x80858091ec8c8105:0x6a511e79d9fc057b,"Japan Center, 1737 Post St, San Francisco, CA 94115",4.5,37.785277799999996,-122.4294444,Japan Center,Retail,"Quirky hub for adult & kids' clothing, jewelry, backpacks, stationery & toys by Japanese brands.",Open ⋅ Closes 12AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80858091ec8c8105:0x6a511e79d9fc057b?authuser=-1&hl=en&gl,4501,,Retail,California,San Francisco,['Shopping mall']
0x80c2873e4e1c6e71:0xbdb62e176e5265fa,"Lucille's Smokehouse Bar-B-Que, Westfield Valencia Town Center 24201 West, Valencia Blvd, Valencia, CA 91355",4.4,34.4147343,-118.5586917,Lucille's Smokehouse Bar-B-Que,Food & Beverage,Regional chain serving slow-cooked meats & other Southern-style eats plus cocktails.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2873e4e1c6e71:0xbdb62e176e5265fa?authuser=-1&hl=en&gl=us,1243,2.0,Food & Beverage,California,other,['Barbecue restaurant' 'American restaurant']
0x808580990e4645ed:0xed007ec6a060de06,"War Memorial Opera House, 301 Van Ness Ave, San Francisco, CA 94102",4.7,37.77849,-122.42067,War Memorial Opera House,Other,Renowned 1932 Beaux-Arts performing arts center & home to the San Francisco Ballet.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808580990e4645ed:0xed007ec6a060de06?authuser=-1&hl=en&gl=us,1418,,Other,California,San Francisco,['Opera house' 'Tourist attraction']
0x809add124b5ff22d:0xdacd0800b97e6f3c,"Jack in the Box, 10699 Folsom Blvd, Rancho Cordova, CA 95670",3.8,38.5961388,-121.2896526,Jack in the Box,Food & Beverage,"Burgers, chicken, tacos & breakfast items fill out the menu at this fast-food chain.",Open 24 hours,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809add124b5ff22d:0xdacd0800b97e6f3c?authuser=-1&hl=en&gl=us,1248,1.0,Food & Beverage,California,Folsom,['Fast food restaurant' 'Breakfast restaurant' 'Chicken restaurant']
0x80c294328b998205:0xfef2fb7ad4b34e1d,"Costco Business Center, 11428 Sherman Way, North Hollywood, CA 91605, United States",4.6,34.1998769,-118.3800124,Costco Business Center,Retail,,Open ⋅ Closes 6PM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c294328b998205:0xfef2fb7ad4b34e1d?authuser=-1&hl=en&gl=kr,1128,,Retail,California,other,['Warehouse store']
0x80c34cb77877b66f:0x51c9795a2469aa24,"Wendy's, 16984 Valley Blvd, Fontana, CA 92335",4.1,34.0708384,-117.43419159999999,Wendy's,Food & Beverage,Fast-food burger chain serving sides such as chili & baked potatoes.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c34cb77877b66f:0x51c9795a2469aa24?authuser=-1&hl=en&gl=us,1314,1.0,Food & Beverage,California,other,['Fast food restaurant' 'Hamburger restaurant' 'Restaurant']
0x808de145db4dcb25:0x48028ef2b9b860bb,"Lovers Point Park, 631 Ocean View Blvd, Pacific Grove, CA 93950",4.8,36.6261619,-121.9163682,Lovers Point Park,Nature & Outdoor,"Petite beach park with swimming, surfing & other water recreation, plus kayak & bike rentals & more.",Open 24 hours,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808de145db4dcb25:0x48028ef2b9b860bb?authuser=-1&hl=en&gl,4644,,Nature & Outdoor,California,other,['Park' 'Public beach' 'Tourist attraction']
0x80c2b5856bfc5f71:0x4fd7340e59f3a03c,"Mr Fries Man, 14800 S Western Ave suite 108, Gardena, CA 90249",4.5,33.8968044,-118.3086565,Mr Fries Man,Food & Beverage,Counter-service fries shop with imaginative toppings from formerly underground chef Craig Batiste.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b5856bfc5f71:0x4fd7340e59f3a03c?authuser=-1&hl=en&gl=us,1405,1.0,Food & Beverage,California,Gardena,['Restaurant']
0x80dd332284a122f9:0x9fec710d922704c0,"McDonald's, 5860 Cherry Ave, Long Beach, CA 90805",3.5,33.8612655,-118.1681818,McDonald's,Food & Beverage,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",Closed ⋅ Opens 6AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd332284a122f9:0x9fec710d922704c0?authuser=-1&hl=en&gl=us,1123,1.0,Food & Beverage,California,Long Beach,['Fast food restaurant' 'Breakfast restaurant' 'Coffee shop']
0x808f77c80de7febf:0xb44e3327d29e724d,"Aloft San Francisco Airport, 401 E Millbrae Ave, Millbrae, CA 94030",4.2,37.60294,-122.37784939999999,Aloft San Francisco Airport,Service,"Colorful, trendy hotel with a cocktail bar, a gym & a pool, plus free WiFi & an airport shuttle.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f77c80de7febf:0xb44e3327d29e724d?authuser=-1&hl=en&gl,1688,,Service,California,San Francisco,['Hotel' 'Indoor lodging' 'Meeting planning service']
0x80ea6ab0a7ae34f7:0xe66beadbe1694c34,"Lowe's Home Improvement, 6200 Colony St, Bakersfield, CA 93307",4.1,35.298254899999996,-119.026806,Lowe's Home Improvement,"Residential, Retail, Service","Home-improvement chain for appliances, gardening supplies, tools & more (some offer truck rentals).",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80ea6ab0a7ae34f7:0xe66beadbe1694c34?authuser=-1&hl=en&gl=us,1478,1.0,Retail,California,Bakersfield,['Home improvement store' 'Appliance store' 'Building materials supplier']
0x80857e9e80d28993:0x67c7272ab8709dba,"Half Price Books, 2036 Shattuck Ave, Berkeley, CA 94704",4.6,37.8712667,-122.26850689999999,Half Price Books,Retail,Family-owned chain that buys & sells secondhand books as well as movies & music in various formats.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80857e9e80d28993:0x67c7272ab8709dba?authuser=-1&hl=en&gl=us,1088,,Retail,California,Berkeley,['Book store' 'Music store' 'Toy store']
0x80db7e33eb9757a3:0x8b7facebbd2d4a5,"Guadalajara Mexican Grill & Cantina, 27780 Jefferson Ave # 2, Temecula, CA 92590",4.4,33.511082099999996,-117.157196,Guadalajara Mexican Grill & Cantina,Food & Beverage,"Festive fixture providing grilled Mexican meals, margaritas & live mariachi music.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db7e33eb9757a3:0x8b7facebbd2d4a5?authuser=-1&hl=en&gl=us,1527,2.0,Food & Beverage,California,Temecula,['Mexican restaurant' 'Bar & grill' 'Restaurant']
0x80dc07327515f88b:0x44c453cc97881694,"Embassy Suites by Hilton San Diego La Jolla, 4550 La Jolla Village Dr, San Diego, CA 92122",4.5,32.874506,-117.20822969999999,Embassy Suites by Hilton San Diego La Jolla,Other,"Modern lodging with warm suites & a tropical 12-story atrium, plus dining, a pool & free breakfast.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dc07327515f88b:0x44c453cc97881694?authuser=-1&hl=en&gl,1828,,Other,California,San Diego,['Hotel']
0x80d949eb3f493761:0x21ae41d471a9558c,"Plaza las americas, 4245 Camino De La Plaza, San Diego, CA 92173",4.7,32.5441876,-117.0411226,Plaza las americas,Retail,,Open ⋅ Closes 9AM Sun,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d949eb3f493761:0x21ae41d471a9558c?authuser=-1&hl=en&gl=us,1325,,Retail,California,San Diego,['Shopping mall']
0x80dbf49bbc76f981:0xb9bfb6a95313fb36,"Regal Escondido & IMAX, 350 W Valley Pkwy, Escondido, CA 92025",4.3,33.121649999999995,-117.086761,Regal Escondido & IMAX,Other,"Theater complex with multiple screens featuring new release films, plush seating & concession stand.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dbf49bbc76f981:0xb9bfb6a95313fb36?authuser=-1&hl=en&gl=us,1898,,Other,California,Escondido,['Movie theater' 'IMAX theater']
